part_number,raw_photo_path,raw_width,raw_height,min_dimension,bucket,enhanced_photo_path,enhanced_generated,photo_ready_for_future_cloud,next_action
00020211,D:\BIRETOS\projects\biretos-automation\downloads\photos\00020211.jpg,149,220,149,tiny_quarantine,,False,False,re_search_required
010130.10,D:\BIRETOS\projects\biretos-automation\downloads\photos\010130.10.jpg,1280,720,720,good_quality,,False,False,manual_review
027913.10,D:\BIRETOS\projects\biretos-automation\downloads\photos\027913.10.jpg,3682,3726,3682,good_quality,,False,False,manual_review
033588.17,D:\BIRETOS\projects\biretos-automation\downloads\photos\033588.17.jpg,750,422,422,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\033588.17__catalog_placeholder_v1__1fba507e.jpg,True,True,keep_enhanced
1000106,D:\BIRETOS\projects\biretos-automation\downloads\photos\1000106.jpg,344,426,344,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1000106__catalog_placeholder_v1__9c3a73ee.jpg,True,False,upscale_then_review
1006186,D:\BIRETOS\projects\biretos-automation\downloads\photos\1006186.jpg,1200,744,744,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1006186__catalog_placeholder_v1__c8aff4f0.jpg,True,True,keep_enhanced
1006187,D:\BIRETOS\projects\biretos-automation\downloads\photos\1006187.jpg,700,784,700,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1006187__catalog_placeholder_v1__f5bb3d50.jpg,True,True,keep_enhanced
1011893-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\1011893-RU.jpg,311,650,311,needs_upscale,,False,False,upscale_then_review
1011894-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\1011894-RU.jpg,320,450,320,needs_upscale,,False,False,upscale_then_review
1011994,D:\BIRETOS\projects\biretos-automation\downloads\photos\1011994.jpg,1000,1000,1000,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1011994__catalog_placeholder_v1__b86fa0e7.jpg,True,True,keep_enhanced
1012539,D:\BIRETOS\projects\biretos-automation\downloads\photos\1012539.jpg,2000,1936,1936,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1012539__catalog_placeholder_v1__80632546.jpg,True,True,keep_enhanced
1012541,D:\BIRETOS\projects\biretos-automation\downloads\photos\1012541.jpg,600,419,419,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1012541__catalog_placeholder_v1__637ca5ff.jpg,True,True,keep_enhanced
101411,D:\BIRETOS\projects\biretos-automation\downloads\photos\101411.jpg,566,566,566,good_quality,,False,False,manual_review
1015021,D:\BIRETOS\projects\biretos-automation\downloads\photos\1015021.jpg,588,592,588,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1015021__catalog_placeholder_v1__324da367.jpg,True,True,keep_enhanced
104011,D:\BIRETOS\projects\biretos-automation\downloads\photos\104011.jpg,1024,1024,1024,good_quality,,False,False,manual_review
1050000000,D:\BIRETOS\projects\biretos-automation\downloads\photos\1050000000.jpg,640,480,480,good_quality,,False,False,manual_review
105411,D:\BIRETOS\projects\biretos-automation\downloads\photos\105411.jpg,2084,545,545,good_quality,,False,False,manual_review
1061200000,D:\BIRETOS\projects\biretos-automation\downloads\photos\1061200000.jpg,1800,1800,1800,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1061200000__catalog_placeholder_v1__acf51c89.jpg,True,True,keep_enhanced
106511,D:\BIRETOS\projects\biretos-automation\downloads\photos\106511.jpg,500,500,500,good_quality,,False,False,manual_review
109411,D:\BIRETOS\projects\biretos-automation\downloads\photos\109411.jpg,200,316,200,needs_upscale,,False,False,upscale_then_review
121679-L3,D:\BIRETOS\projects\biretos-automation\downloads\photos\121679-L3.jpg,270,55,55,tiny_quarantine,,False,False,re_search_required
125711,D:\BIRETOS\projects\biretos-automation\downloads\photos\125711.jpg,702,159,159,tiny_quarantine,,False,False,re_search_required
127411,D:\BIRETOS\projects\biretos-automation\downloads\photos\127411.jpg,370,370,370,needs_upscale,,False,False,upscale_then_review
129464N_U,D:\BIRETOS\projects\biretos-automation\downloads\photos\129464N_U.jpg,1032,806,806,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\129464N_U__catalog_placeholder_v1__bfe962be.jpg,True,True,keep_enhanced
129625-L3,D:\BIRETOS\projects\biretos-automation\downloads\photos\129625-L3.jpg,1000,1000,1000,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\129625-L3__catalog_placeholder_v1__8f0394a3.jpg,True,True,keep_enhanced
13960,D:\BIRETOS\projects\biretos-automation\downloads\photos\13960.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\13960__catalog_placeholder_v1__4f1fbc0d.jpg,True,False,upscale_then_review
153711,D:\BIRETOS\projects\biretos-automation\downloads\photos\153711.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\153711__catalog_placeholder_v1__3263ab4b.jpg,True,True,keep_enhanced
155111,D:\BIRETOS\projects\biretos-automation\downloads\photos\155111.jpg,1024,1024,1024,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\155111__catalog_placeholder_v1__236b977b.jpg,True,True,keep_enhanced
157413,D:\BIRETOS\projects\biretos-automation\downloads\photos\157413.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\157413__catalog_placeholder_v1__15b90355.jpg,True,True,keep_enhanced
158811,D:\BIRETOS\projects\biretos-automation\downloads\photos\158811.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\158811__catalog_placeholder_v1__2ab65bfd.jpg,True,True,keep_enhanced
162211,D:\BIRETOS\projects\biretos-automation\downloads\photos\162211.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\162211__catalog_placeholder_v1__fd1b4d88.jpg,True,True,keep_enhanced
1631930000,D:\BIRETOS\projects\biretos-automation\downloads\photos\1631930000.jpg,500,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\1631930000__catalog_placeholder_v1__beb70458.jpg,True,True,keep_enhanced
171111,D:\BIRETOS\projects\biretos-automation\downloads\photos\171111.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\171111__catalog_placeholder_v1__1da5dc0b.jpg,True,True,keep_enhanced
171411,D:\BIRETOS\projects\biretos-automation\downloads\photos\171411.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\171411__catalog_placeholder_v1__b1561d05.jpg,True,True,keep_enhanced
174111,D:\BIRETOS\projects\biretos-automation\downloads\photos\174111.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\174111__catalog_placeholder_v1__748f6411.jpg,True,True,keep_enhanced
174411,D:\BIRETOS\projects\biretos-automation\downloads\photos\174411.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\174411__catalog_placeholder_v1__0d1e32c6.jpg,True,True,keep_enhanced
174813,D:\BIRETOS\projects\biretos-automation\downloads\photos\174813.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\174813__catalog_placeholder_v1__e88cc048.jpg,True,True,keep_enhanced
179433,D:\BIRETOS\projects\biretos-automation\downloads\photos\179433.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\179433__catalog_placeholder_v1__b87f2296.jpg,True,True,keep_enhanced
179951,D:\BIRETOS\projects\biretos-automation\downloads\photos\179951.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\179951__catalog_placeholder_v1__bc31d2f5.jpg,True,True,keep_enhanced
183791,D:\BIRETOS\projects\biretos-automation\downloads\photos\183791.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\183791__catalog_placeholder_v1__a483b4bd.jpg,True,True,keep_enhanced
184791,D:\BIRETOS\projects\biretos-automation\downloads\photos\184791.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\184791__catalog_placeholder_v1__22b13c47.jpg,True,True,keep_enhanced
185091,D:\BIRETOS\projects\biretos-automation\downloads\photos\185091.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\185091__catalog_placeholder_v1__1af66c97.jpg,True,True,keep_enhanced
185191,D:\BIRETOS\projects\biretos-automation\downloads\photos\185191.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\185191__catalog_placeholder_v1__8db934c2.jpg,True,True,keep_enhanced
185491,D:\BIRETOS\projects\biretos-automation\downloads\photos\185491.jpg,700,700,700,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\185491__catalog_placeholder_v1__b5de7d8b.jpg,True,True,keep_enhanced
185891,D:\BIRETOS\projects\biretos-automation\downloads\photos\185891.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\185891__catalog_placeholder_v1__325bd2f6.jpg,True,True,keep_enhanced
187091,D:\BIRETOS\projects\biretos-automation\downloads\photos\187091.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\187091__catalog_placeholder_v1__b4613595.jpg,True,True,keep_enhanced
187591,D:\BIRETOS\projects\biretos-automation\downloads\photos\187591.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\187591__catalog_placeholder_v1__99657287.jpg,True,True,keep_enhanced
188091,D:\BIRETOS\projects\biretos-automation\downloads\photos\188091.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\188091__catalog_placeholder_v1__73e6aa84.jpg,True,True,keep_enhanced
189091,D:\BIRETOS\projects\biretos-automation\downloads\photos\189091.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\189091__catalog_placeholder_v1__333c8912.jpg,True,True,keep_enhanced
189291,D:\BIRETOS\projects\biretos-automation\downloads\photos\189291.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\189291__catalog_placeholder_v1__406a4b7c.jpg,True,True,keep_enhanced
189791,D:\BIRETOS\projects\biretos-automation\downloads\photos\189791.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\189791__catalog_placeholder_v1__2567fe10.jpg,True,True,keep_enhanced
190191,D:\BIRETOS\projects\biretos-automation\downloads\photos\190191.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\190191__catalog_placeholder_v1__9ae0b32c.jpg,True,True,keep_enhanced
190511,D:\BIRETOS\projects\biretos-automation\downloads\photos\190511.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\190511__catalog_placeholder_v1__01293cf0.jpg,True,True,keep_enhanced
190891,D:\BIRETOS\projects\biretos-automation\downloads\photos\190891.jpg,1024,1024,1024,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\190891__catalog_placeholder_v1__71c53709.jpg,True,True,keep_enhanced
190991,D:\BIRETOS\projects\biretos-automation\downloads\photos\190991.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\190991__catalog_placeholder_v1__926a6cb3.jpg,True,True,keep_enhanced
191091,D:\BIRETOS\projects\biretos-automation\downloads\photos\191091.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\191091__catalog_placeholder_v1__f816415e.jpg,True,True,keep_enhanced
191191,D:\BIRETOS\projects\biretos-automation\downloads\photos\191191.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\191191__catalog_placeholder_v1__53defebe.jpg,True,True,keep_enhanced
191591,D:\BIRETOS\projects\biretos-automation\downloads\photos\191591.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\191591__catalog_placeholder_v1__325bd2f6.jpg,True,True,keep_enhanced
191791,D:\BIRETOS\projects\biretos-automation\downloads\photos\191791.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\191791__catalog_placeholder_v1__729d85e1.jpg,True,True,keep_enhanced
193111,D:\BIRETOS\projects\biretos-automation\downloads\photos\193111.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\193111__catalog_placeholder_v1__02ad6cf3.jpg,True,True,keep_enhanced
203-183-420,D:\BIRETOS\projects\biretos-automation\downloads\photos\203-183-420.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\203-183-420__catalog_placeholder_v1__3da2a904.jpg,True,True,keep_enhanced
20511,D:\BIRETOS\projects\biretos-automation\downloads\photos\20511.jpg,1024,1024,1024,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\20511__catalog_placeholder_v1__de32dbab.jpg,True,True,keep_enhanced
210213,D:\BIRETOS\projects\biretos-automation\downloads\photos\210213.jpg,800,800,800,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\210213__catalog_placeholder_v1__58f5dea5.jpg,True,True,keep_enhanced
2208WFPT,D:\BIRETOS\projects\biretos-automation\downloads\photos\2208WFPT.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\2208WFPT__catalog_placeholder_v1__3401537a.jpg,True,True,keep_enhanced
22811,D:\BIRETOS\projects\biretos-automation\downloads\photos\22811.jpg,550,550,550,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\22811__catalog_placeholder_v1__3d3a9416.jpg,True,True,keep_enhanced
23511,D:\BIRETOS\projects\biretos-automation\downloads\photos\23511.jpg,1000,1000,1000,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\23511__catalog_placeholder_v1__bc3df16c.jpg,True,True,keep_enhanced
239053,D:\BIRETOS\projects\biretos-automation\downloads\photos\239053.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\239053__catalog_placeholder_v1__e9e433f5.jpg,True,True,keep_enhanced
240W,D:\BIRETOS\projects\biretos-automation\downloads\photos\240W.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\240W__catalog_placeholder_v1__768417a0.jpg,True,True,keep_enhanced
272369098,D:\BIRETOS\projects\biretos-automation\downloads\photos\272369098.jpg,314,320,314,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\272369098__catalog_placeholder_v1__486e0ffd.jpg,True,False,upscale_then_review
27711,D:\BIRETOS\projects\biretos-automation\downloads\photos\27711.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\27711__catalog_placeholder_v1__72de683f.jpg,True,True,keep_enhanced
280869341,D:\BIRETOS\projects\biretos-automation\downloads\photos\280869341.jpg,1001,501,501,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\280869341__catalog_placeholder_v1__d3a88eac.jpg,True,True,keep_enhanced
280870645,D:\BIRETOS\projects\biretos-automation\downloads\photos\280870645.jpg,1280,720,720,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\280870645__catalog_placeholder_v1__e210b4db.jpg,True,True,keep_enhanced
29011,D:\BIRETOS\projects\biretos-automation\downloads\photos\29011.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\29011__catalog_placeholder_v1__72de683f.jpg,True,True,keep_enhanced
2904617,D:\BIRETOS\projects\biretos-automation\downloads\photos\2904617.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\2904617__catalog_placeholder_v1__49e397cd.jpg,True,False,upscale_then_review
29313,D:\BIRETOS\projects\biretos-automation\downloads\photos\29313.jpg,1417,1289,1289,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\29313__catalog_placeholder_v1__3555a2c0.jpg,True,True,keep_enhanced
2CDG110146R0011,D:\BIRETOS\projects\biretos-automation\downloads\photos\2CDG110146R0011.jpg,1280,720,720,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\2CDG110146R0011__catalog_placeholder_v1__b0a03874.jpg,True,True,keep_enhanced
2CDG110177R0011,D:\BIRETOS\projects\biretos-automation\downloads\photos\2CDG110177R0011.jpg,800,800,800,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\2CDG110177R0011__catalog_placeholder_v1__78a02132.jpg,True,True,keep_enhanced
2SM-3.0-SCU-SCU-1,D:\BIRETOS\projects\biretos-automation\downloads\photos\2SM-3.0-SCU-SCU-1.jpg,368,486,368,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\2SM-3.0-SCU-SCU-1__catalog_placeholder_v1__64b61258.jpg,True,False,upscale_then_review
2SM-3.0-SCU-SCU-15,D:\BIRETOS\projects\biretos-automation\downloads\photos\2SM-3.0-SCU-SCU-15.jpg,435,272,272,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\2SM-3.0-SCU-SCU-15__catalog_placeholder_v1__4379f6e0.jpg,True,False,upscale_then_review
304L,D:\BIRETOS\projects\biretos-automation\downloads\photos\304L.jpg,800,800,800,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\304L__catalog_placeholder_v1__a99362e7.jpg,True,True,keep_enhanced
309811,D:\BIRETOS\projects\biretos-automation\downloads\photos\309811.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\309811__catalog_placeholder_v1__d51f98eb.jpg,True,True,keep_enhanced
311513,D:\BIRETOS\projects\biretos-automation\downloads\photos\311513.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\311513__catalog_placeholder_v1__819203f9.jpg,True,True,keep_enhanced
3240190,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240190.jpg,300,196,196,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240190__catalog_placeholder_v1__2d70db69.jpg,True,False,re_search_required
3240197,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240197.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240197__catalog_placeholder_v1__36ba038b.jpg,True,False,upscale_then_review
3240197-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240197-RU.jpg,408,408,408,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240197-RU__catalog_placeholder_v1__6f316e78.jpg,True,True,keep_enhanced
3240199,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240199.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240199__catalog_placeholder_v1__01496567.jpg,True,False,upscale_then_review
3240248,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240248.jpg,199,269,199,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240248__catalog_placeholder_v1__a4ecd655.jpg,True,False,re_search_required
3240348,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240348.jpg,640,640,640,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240348__catalog_placeholder_v1__ccadc1ad.jpg,True,True,keep_enhanced
3240357,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240357.jpg,640,640,640,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240357__catalog_placeholder_v1__66cd63b1.jpg,True,True,keep_enhanced
3240605,D:\BIRETOS\projects\biretos-automation\downloads\photos\3240605.jpg,175,263,175,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\3240605__catalog_placeholder_v1__02ab7ab9.jpg,True,False,re_search_required
336011,D:\BIRETOS\projects\biretos-automation\downloads\photos\336011.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\336011__catalog_placeholder_v1__95d4b363.jpg,True,True,keep_enhanced
35111,D:\BIRETOS\projects\biretos-automation\downloads\photos\35111.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\35111__catalog_placeholder_v1__39fe20b7.jpg,True,True,keep_enhanced
35211,D:\BIRETOS\projects\biretos-automation\downloads\photos\35211.jpg,702,141,141,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\35211__catalog_placeholder_v1__626b7bfe.jpg,True,False,re_search_required
36022-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\36022-RU.jpg,1200,630,630,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\36022-RU__catalog_placeholder_v1__57fa615c.jpg,True,True,keep_enhanced
36024-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\36024-RU.jpg,640,360,360,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\36024-RU__catalog_placeholder_v1__2c6e69b4.jpg,True,False,upscale_then_review
36026-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\36026-RU.jpg,480,360,360,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\36026-RU__catalog_placeholder_v1__60a472cc.jpg,True,False,upscale_then_review
36142-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\36142-RU.jpg,180,180,180,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\36142-RU__catalog_placeholder_v1__d3c98f9f.jpg,True,False,re_search_required
36144-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\36144-RU.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\36144-RU__catalog_placeholder_v1__22882105.jpg,True,True,keep_enhanced
